molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,mean_standard_value
CHEMBL5815632,COC(c1cscn1)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,2.628,nM,2.628
CHEMBL5923914,CCOC1(c2nc3nc(-c4noc(=O)[nH]4)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)CCC1,IC50,4.218,nM,4.218
CHEMBL6038507,C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(C)(F)c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,IC50,2.949,nM,7.6495
CHEMBL5988208,C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C(F)(F)c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,IC50,3.363,nM,3.363
CHEMBL5985089,C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3OCc4ccccc43)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,IC50,2.466,nM,2.466
CHEMBL5958767,C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(C3(c4ccccc4)CCO3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,IC50,11.04,nM,11.04
CHEMBL5777914,CCC(CO)c1nc2nc(-c3noc(=O)[nH]3)nc(N[C@H](C)C3CCC3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,10.1,nM,10.1
CHEMBL5883936,C[C@H]1CC[C@H](Cn2c(C(O)C3CCOCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,67.31,nM,67.31
CHEMBL5852787,C[C@H]1CC[C@H](Cn2c(C(O)C3CCOCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,51.48,nM,51.48
CHEMBL5908574,C[C@H]1CC[C@H](Cn2c(C(=O)C3CCOCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,21.4,nM,21.4
CHEMBL5783432,CC(O)(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,19.23,nM,19.23
CHEMBL5819205,C[C@H]1CC[C@H](Cn2c(C(O)C3CCCCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,7.166,nM,7.166
CHEMBL5915416,C[C@H]1CC[C@H](Cn2c(C(=O)C3CCCCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,13.86,nM,13.86
CHEMBL6007654,C[C@H]1CC[C@H](Cn2c(C(O)C3CCCCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,20.17,nM,20.17
CHEMBL5770144,C[C@H]1CC[C@H](Cn2c(C(=O)C3CCCCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,65.77,nM,65.77
CHEMBL5754577,C[C@H]1CC[C@H](Cn2c(C(=O)C3CCOCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,24.61,nM,24.61
CHEMBL5857141,CC(O)(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,IC50,15.63,nM,15.63
CHEMBL6052872,CC(O)(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,IC50,213.9,nM,213.9
CHEMBL5916925,COC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,13.31,nM,13.31
CHEMBL6011723,CC(O)(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,22.66,nM,22.66
CHEMBL5926811,COC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,IC50,9.033,nM,9.033
CHEMBL6034990,COC(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,IC50,22.96,nM,22.96
CHEMBL5766332,COC(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,12.35,nM,12.35
CHEMBL5763136,C[C@H]1CC[C@H](Cn2c(C(O)C3CCOCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,67.32,nM,67.32
CHEMBL5869269,COC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,24.07,nM,24.07
CHEMBL5794605,C[C@H]1CC[C@H](Cn2c(C(O)C3CCOCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,104.4,nM,104.4
CHEMBL5795716,COC(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,27.62,nM,27.62
CHEMBL5822198,COC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,IC50,10.43,nM,10.43
CHEMBL5792801,COC(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCCC1,IC50,12.0,nM,12.0
CHEMBL5924176,COC(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,IC50,8.783,nM,8.783
CHEMBL5854582,COc1ccccc1C(C)(F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,7.805,nM,5.5125
CHEMBL5742922,COc1ccccc1C(C)(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,5.371,nM,3.4955000000000003
CHEMBL5811937,C[C@H]1CC[C@H](Cn2c(C3(F)COC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,62.8,nM,62.8
CHEMBL5953885,C[C@H]1CC[C@H](Cn2c(C(F)C3CCCCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,34.76,nM,34.76
CHEMBL5966980,CC(F)(c1ccccn1)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,6.699,nM,5.2145
CHEMBL5962297,CC(F)(c1ccccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,16.04,nM,8.2465
CHEMBL5881415,CC(F)(c1ccccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,9.298,nM,4.861
CHEMBL5818529,CC(F)(c1ccccn1)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,9.679,nM,9.667
CHEMBL5875511,C[C@H]1CC[C@H](Cn2c(C3(F)CCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,31.11,nM,31.11
CHEMBL5939320,C[C@H]1CC[C@H](Cn2c(C3(F)CCCCC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,18.06,nM,18.06
CHEMBL6055975,C[C@H]1CC[C@H](Cn2c(C3(F)CCCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,15.02,nM,15.02
CHEMBL5875720,C[C@H]1CC[C@H](Cn2c(C(O)c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,18.54,nM,12.715499999999999
CHEMBL5876761,C[C@H]1CC[C@H](Cn2c(C(=O)c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,72.68,nM,72.68
CHEMBL5774750,COC(c1ccccc1)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,4.533,nM,4.533
CHEMBL5829201,COC(c1ccccn1)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,5.151,nM,6.7115
CHEMBL5809662,COC(c1ccccc1)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,9.768,nM,6.992000000000001
CHEMBL5875623,COC(C)(c1ccccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.888,nM,3.717
CHEMBL5886563,COC(C)(c1csc(C)n1)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,5.19,nM,5.19
CHEMBL5961648,COC(C)(c1ccccn1)c1nc2nc(-c3nc(=O)o[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,6.221,nM,4.779
CHEMBL6003717,COC(C)(c1ccccn1)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,13.64,nM,8.9525
CHEMBL5971029,C[C@H]1CC[C@H](Cn2c(C3(F)CCCCC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,10.65,nM,10.65
CHEMBL5832495,COC(C)(c1ncoc1C)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,2.067,nM,2.067
CHEMBL5911134,CC(F)(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,IC50,1.949,nM,1.949
CHEMBL5804339,CC(F)(c1cccc(Cl)c1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.896,nM,14.948
CHEMBL5919415,COC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,IC50,4.637,nM,4.637
CHEMBL6064247,COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCC1,IC50,13.09,nM,13.09
CHEMBL5746547,COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCCCC1C,IC50,7.637,nM,7.637
CHEMBL5783043,COC1(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCCCC1C,IC50,8.805,nM,8.805
CHEMBL5822110,CC1CCCCC1(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,6.634,nM,6.634
CHEMBL5889062,CC(F)(c1ccccc1F)c1nc2nc(C(=O)O)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,5.821,nM,2.9985
CHEMBL5825599,CC(F)(c1c(F)cccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,4.261,nM,2.2085
CHEMBL5852114,COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)COC1,IC50,9.437,nM,9.437
CHEMBL6052299,COC(C)(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,IC50,1.293,nM,1.293
CHEMBL5840690,COC(C)(c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCCC1,IC50,2.598,nM,2.598
CHEMBL5916024,COC(C)(c1cccc(Cl)c1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.623,nM,9.2215
CHEMBL6034816,COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCCCC1,IC50,30.68,nM,30.68
CHEMBL6048140,COC1(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCCCC1,IC50,14.15,nM,14.15
CHEMBL6036985,COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCCC1,IC50,8.06,nM,8.06
CHEMBL5902327,COc1ccccc1C(C)(OC)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,8.222,nM,8.222
CHEMBL5795133,COc1ccccc1C(C)(OC)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,3.799,nM,3.799
CHEMBL6015227,CC(F)(c1c(F)cccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,10.74,nM,5.5145
CHEMBL5945254,CC1CCCCC1(F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,7.63,nM,6.967499999999999
CHEMBL5941648,CC(F)(c1ncccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,16.48,nM,8.4195
CHEMBL5741904,COC(C)(c1ncccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.675,nM,10.1525
CHEMBL5744812,COC(C)(c1c(F)cccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.598,nM,2.8609999999999998
CHEMBL6009039,COC1(c2nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCOc2cccnc21,IC50,7.413,nM,7.413
CHEMBL5841106,CC(C)(C)C(C)(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,12.96,nM,12.96
CHEMBL6016446,C[C@H]1CC[C@H](Cn2c(C3(F)CCOc4cccnc43)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,2.447,nM,2.447
CHEMBL5886914,COC(C)(c1c(F)cccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.452,nM,0.452
CHEMBL6063985,CC1COCCC1(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,23.41,nM,13.8705
CHEMBL6014997,COC1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CCOCC1C,IC50,12.11,nM,11.7
CHEMBL5951948,CC(F)(c1ncccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,9.739,nM,5.027
CHEMBL5766619,C[C@H]1CC[C@H](Cn2c(C3(c4ccccc4F)CC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,5.94,nM,5.94
CHEMBL5810157,Cc1ocnc1C1(c2nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)CC1,IC50,30.06,nM,30.06
CHEMBL6046866,C[C@H]1CC[C@H](Cn2c(C3(c4ccccn4)CC3)nc3nc(-c4nc(=O)o[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,16.96,nM,16.96
CHEMBL6010566,COC(c1ccccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,1.7,nM,1.7
CHEMBL6014836,C[C@H]1CC[C@H](Cn2c(C3OCCc4ccccc43)nc3nc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,IC50,1.033,nM,1.5979999999999999
CHEMBL5763817,COCC(C)(F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,3.933,nM,3.933
CHEMBL5965846,COCC(C)(OC)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,5.366,nM,5.366
CHEMBL6029426,COCC(C)(F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,3.769,nM,3.769
CHEMBL6045680,COC(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.707,nM,0.707
CHEMBL6019757,CC(F)(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.515,nM,0.515
CHEMBL5785362,COC(C)(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,0.435,nM,1.605
CHEMBL5935674,CC(c1ccccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,1.388,nM,1.388
CHEMBL5998523,CC(c1ccccc1F)c1nc2nc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,2.126,nM,2.126
CHEMBL5922543,CC(c1c(F)cccc1F)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,2.229,nM,2.229
CHEMBL5767163,CC(c1ccccc1C#N)c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,2.378,nM,2.378
CHEMBL6020380,C[C@H]1CC[C@H](Cn2c(C3CC3)nc3nc(-c4n[nH]c(=O)o4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,62.79,nM,62.79
CHEMBL6065452,C[C@H]1CC[C@H](Cn2c(C3CC3)nc3nc(-c4noc(=O)[nH]4)nc(-c4cccc(Cl)c4)c32)CC1,IC50,41.69,nM,41.69
CHEMBL5744465,CC(c1nc2nc(-c3noc(=O)[nH]3)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1)C1CCOCC1,IC50,14.24,nM,14.24
CHEMBL5893736,C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(-n4cc(Cl)ccc4=O)c32)CC1,IC50,1.011,nM,1.011
CHEMBL6009150,C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4noc(=O)[nH]4)nc(Oc4ccc(Cl)cn4)c32)CC1,IC50,15.45,nM,15.45
CHEMBL5821967,C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3nc(-c4n[nH]c(=O)o4)nc(Oc4ccc(Cl)cn4)c32)CC1,IC50,20.12,nM,20.12
CHEMBL5926438,C[C@@H]1COCCN1c1nc2nc(CC(=O)O)nc(-c3cccc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,IC50,782.9,nM,782.9
CHEMBL5743184,CC1CN(c2nc(-c3noc(=O)[nH]3)nc3nc(N4CCOC[C@H]4c4ccccc4)n(C[C@H]4CC[C@H](C)CC4)c23)CCO1,IC50,14.49,nM,14.49
CHEMBL5842513,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](C[C@H](C)C(F)(F)F)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,5.4
CHEMBL5750094,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](C[C@@H](C)C(F)(F)F)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,5.4
CHEMBL6015378,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](C[C@H](C)C(F)(F)F)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,5.4
CHEMBL5877097,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](C[C@@H](C)C(F)(F)F)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,5.4
CHEMBL6015392,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)CF)[C@@]2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,IC50,3.6,nM,3.6
CHEMBL5809917,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)CF)[C@@]2(C(=O)Nc3cc(Cl)ccc32)C1c1cccc(Cl)c1F,IC50,3.6,nM,3.6
CHEMBL5835750,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)CF)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,3.6,nM,3.6
CHEMBL5866783,CCOC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](C[C@@H](C)C(F)(F)F)[C@@]3(C(=O)Nc4cc(Cl)ccc43)C2c2cccc(Cl)c2F)c(OC)c1,IC50,7.2,nM,7.2
CHEMBL6013645,COC(=O)c1ccc(NC(=O)[C@@H]2N[C@@H](CC3(CF)CC3)C3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)c(OC)c1,IC50,7.2,nM,7.2
CHEMBL5915530,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC2(CF)CC2)C2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,7.2
CHEMBL5776083,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC2(CF)CC2)C2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,7.2
CHEMBL5747545,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC2(CF)CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,7.2
CHEMBL6005820,COc1cc(C(N)=O)ccc1NC(=O)[C@@H]1N[C@@H](CC2(CF)CC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,IC50,7.2,nM,7.2
CHEMBL2177187,CC[C@@H](C(=O)OC(C)(C)C)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,40.0,nM,22.0
CHEMBL3894269,CC[C@@H](C(=O)OC(C)(C)C)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,200.0,nM,200.0
CHEMBL2177186,CCOC(=O)[C@H](CC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,60.0,nM,35.0
CHEMBL5867363,CCOC(=O)[C@H](CC(C)C)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,190.0,nM,190.0
CHEMBL5753176,CCC[C@@H](C(=O)OCC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,270.0,nM,270.0
CHEMBL4114861,CCOC(=O)[C@H](C1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,40.0,nM,40.0
CHEMBL5761109,CC[C@@H](CO)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,50.0,nM,50.0
CHEMBL4115504,O=C(O)C[C@H]1C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CO)C2CC2)C1=O,IC50,40.0,nM,40.0
CHEMBL5812180,CC[C@@H](COCC1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,30.0,nM,30.0
CHEMBL6010679,CC[C@@H](COC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,70.0,nM,70.0
CHEMBL5978992,CC[C@@H](COCCOC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,90.0,nM,90.0
CHEMBL5744986,CC[C@@H](COCC1(C#N)CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,40.0,nM,40.0
CHEMBL3891817,CC[C@@H](COCC1CC1)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,110.0,nM,110.0
CHEMBL3966670,CC[C@@H](COC)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,IC50,290.0,nM,290.0
